did,group_id,records
wheat_1_harvestor_130,0,0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12719;0|12719;0|12719;0|12720;0|12720;0|12720;0|12719;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12719;0|12719;0|12719;0|12719;0|12719;0|12719;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12719;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12719;0|12719;0|12719;0|12719;0|12719;0|12719;0|12719;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0|12720;0
corn_harvestor_110,0,0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|14164;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0
paddy_harvestor_76,0,0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|7891;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0
corn_harvestor_114,0,0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|12338;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0
paddy_harvestor_73,0,0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|8447;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0
paddy_harvestor_65,0,0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|11054;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0
paddy_harvestor_15,0,0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|7904;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0
paddy_harvestor_20,0,0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|4742;0|0;0|0;0|0;0|0;0|0;0|0;0
corn_harvestor_108,0,0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|13795;0|13795;0|13795;0|13795;0|13795;0|13794;0|13794;0|13795;0|13794;0|13794;0|13794;0|13794;0|13794;0|13795;0|13795;0|13795;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13795;0|13795;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13795;0|13795;0|13795;0|13795;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13794;0|13795;0|13794;0|13794;0|13794;0|13794;0|13794;0|13795;0|13795;0|13795;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13980;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13795;0|13980;0|13980;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0
paddy_harvestor_61,0,0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|0;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1385;0|1385;0|1385;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1385;0|1385;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0|1200;0
